launch_date,brand,model,height_mm,brand_color
2013-09-01,Acer,Iconia Tab A3,260,"rgba( 131 ,  184 ,  23 , 0.2)"
2013-04-01,Acer,Iconia Tab A1-811,208.7,"rgba( 131 ,  184 ,  23 , 0.2)"
2013-04-01,Acer,Iconia Tab A1-810,208.7,"rgba( 131 ,  184 ,  23 , 0.2)"
2013-04-01,Acer,Liquid E2,131,"rgba( 131 ,  184 ,  23 , 0.2)"
2013-02-01,Acer,Liquid Z2,110,"rgba( 131 ,  184 ,  23 , 0.2)"
2013-01-01,Acer,Liquid C1,127.3,"rgba( 131 ,  184 ,  23 , 0.2)"
2013-01-01,Acer,Liquid E1,132,"rgba( 131 ,  184 ,  23 , 0.2)"
2013-11-01,Acer,Iconia Tab B1-710,198.1,"rgba( 131 ,  184 ,  23 , 0.2)"
2013-01-01,Acer,Iconia Tab B1-A71,197.4,"rgba( 131 ,  184 ,  23 , 0.2)"
2012-10-01,Acer,Iconia Tab A110,193,"rgba( 131 ,  184 ,  23 , 0.2)"
2012-10-01,Acer,Liquid Z110,110,"rgba( 131 ,  184 ,  23 , 0.2)"
2012-08-01,Acer,Liquid Gallant E350,129,"rgba( 131 ,  184 ,  23 , 0.2)"
2012-07-01,Acer,Liquid Gallant Duo,129,"rgba( 131 ,  184 ,  23 , 0.2)"
2012-02-01,Acer,Liquid Glow E330,117,"rgba( 131 ,  184 ,  23 , 0.2)"
2012-02-01,Acer,CloudMobile S500,127,"rgba( 131 ,  184 ,  23 , 0.2)"
2012-07-01,Acer,Iconia Tab A210,259.1,"rgba( 131 ,  184 ,  23 , 0.2)"
2012-01-01,Acer,Iconia Tab A200,260,"rgba( 131 ,  184 ,  23 , 0.2)"
2012-01-01,Acer,Iconia Tab A701,259.8,"rgba( 131 ,  184 ,  23 , 0.2)"
2012-01-01,Acer,Iconia Tab A700,259,"rgba( 131 ,  184 ,  23 , 0.2)"
2012-02-01,Acer,Iconia Tab A511,260,"rgba( 131 ,  184 ,  23 , 0.2)"
2012-02-01,Acer,Iconia Tab A510,259.1,"rgba( 131 ,  184 ,  23 , 0.2)"
2011-10-01,Acer,Allegro,116,"rgba( 131 ,  184 ,  23 , 0.2)"
2011-09-01,Acer,Liquid Express E320,115,"rgba( 131 ,  184 ,  23 , 0.2)"
2011-02-01,Acer,Iconia Tab A501,260,"rgba( 131 ,  184 ,  23 , 0.2)"
2011-02-01,Acer,Iconia Smart,141.7,"rgba( 131 ,  184 ,  23 , 0.2)"
2011-02-01,Acer,Iconia Tab A500,260,"rgba( 131 ,  184 ,  23 , 0.2)"
2011-02-01,Acer,Iconia Tab A101,195,"rgba( 131 ,  184 ,  23 , 0.2)"
2011-02-01,Acer,Iconia Tab A100,195,"rgba( 131 ,  184 ,  23 , 0.2)"
2011-01-01,Acer,Liquid mini E310,110.4,"rgba( 131 ,  184 ,  23 , 0.2)"
2011-01-01,Acer,beTouch E210,116,"rgba( 131 ,  184 ,  23 , 0.2)"
2010-12-01,Acer,beTouch E140,104.5,"rgba( 131 ,  184 ,  23 , 0.2)"
2010-10-01,Acer,Liquid mt,115,"rgba( 131 ,  184 ,  23 , 0.2)"
2010-10-01,Acer,beTouch T500,118.5,"rgba( 131 ,  184 ,  23 , 0.2)"
2010-06-01,Acer,beTouch E130,115,"rgba( 131 ,  184 ,  23 , 0.2)"
2010-06-01,Acer,beTouch E120,104.5,"rgba( 131 ,  184 ,  23 , 0.2)"
2010-05-01,Acer,Stream,119.5,"rgba( 131 ,  184 ,  23 , 0.2)"
2010-02-01,Acer,Liquid E,115,"rgba( 131 ,  184 ,  23 , 0.2)"
2010-02-01,Acer,neoTouch P400,115,"rgba( 131 ,  184 ,  23 , 0.2)"
2010-02-01,Acer,beTouch E400,115,"rgba( 131 ,  184 ,  23 , 0.2)"
2010-02-01,Acer,neoTouch P300,110,"rgba( 131 ,  184 ,  23 , 0.2)"
2010-02-01,Acer,beTouch E110,103.5,"rgba( 131 ,  184 ,  23 , 0.2)"
2009-10-01,Acer,Liquid,115,"rgba( 131 ,  184 ,  23 , 0.2)"
2009-10-01,Acer,neoTouch,118.6,"rgba( 131 ,  184 ,  23 , 0.2)"
2009-10-01,Acer,beTouch E200,110,"rgba( 131 ,  184 ,  23 , 0.2)"
2009-10-01,Acer,beTouch E100,113,"rgba( 131 ,  184 ,  23 , 0.2)"
2009-10-01,Acer,beTouch E101,113,"rgba( 131 ,  184 ,  23 , 0.2)"
2009-06-01,Acer,DX650,109.6,"rgba( 131 ,  184 ,  23 , 0.2)"
2009-02-01,Acer,M900,119,"rgba( 131 ,  184 ,  23 , 0.2)"
2009-02-01,Acer,F900,117.5,"rgba( 131 ,  184 ,  23 , 0.2)"
2009-02-01,Acer,X960,106.4,"rgba( 131 ,  184 ,  23 , 0.2)"
2009-02-01,Acer,DX900,106,"rgba( 131 ,  184 ,  23 , 0.2)"
2015-09-01,Acer,Predator 8,217.9,"rgba( 131 ,  184 ,  23 , 0.2)"
2015-09-01,Acer,Jade Primo,156.5,"rgba( 131 ,  184 ,  23 , 0.2)"
2015-09-01,Acer,Liquid Z330,136,"rgba( 131 ,  184 ,  23 , 0.2)"
2015-09-01,Acer,Liquid Z320,136,"rgba( 131 ,  184 ,  23 , 0.2)"
2015-09-01,Acer,Liquid Z630S,156.3,"rgba( 131 ,  184 ,  23 , 0.2)"
2015-09-01,Acer,Liquid Z630,156.3,"rgba( 131 ,  184 ,  23 , 0.2)"
2015-09-01,Acer,Liquid Z530S,144,"rgba( 131 ,  184 ,  23 , 0.2)"
2015-09-01,Acer,Liquid Z530,144,"rgba( 131 ,  184 ,  23 , 0.2)"
2015-09-01,Acer,Liquid M330,136,"rgba( 131 ,  184 ,  23 , 0.2)"
2015-09-01,Acer,Liquid M320,136,"rgba( 131 ,  184 ,  23 , 0.2)"
2015-04-01,Acer,Iconia Tab 10 A3-A30,260,"rgba( 131 ,  184 ,  23 , 0.2)"
2015-04-01,Acer,Iconia One 8 B1-820,213.9,"rgba( 131 ,  184 ,  23 , 0.2)"
2014-10-01,Acer,Iconia Tab A3-A20,256.5,"rgba( 131 ,  184 ,  23 , 0.2)"
2014-10-01,Acer,Iconia Tab A3-A20FHD,256.5,"rgba( 131 ,  184 ,  23 , 0.2)"
2015-03-01,Acer,Liquid Jade Z,143.5,"rgba( 131 ,  184 ,  23 , 0.2)"
2015-03-01,Acer,Liquid Z520,154,"rgba( 131 ,  184 ,  23 , 0.2)"
2015-03-01,Acer,Liquid Z220,125.3,"rgba( 131 ,  184 ,  23 , 0.2)"
2015-03-01,Acer,Liquid M220,124.9,"rgba( 131 ,  184 ,  23 , 0.2)"
2015-01-01,Acer,Liquid Z410,136,"rgba( 131 ,  184 ,  23 , 0.2)"
2014-12-01,Acer,Liquid Jade S,143,"rgba( 131 ,  184 ,  23 , 0.2)"
2014-09-01,Acer,Liquid Z500,145,"rgba( 131 ,  184 ,  23 , 0.2)"
2014-06-01,Acer,Liquid X1,153.3,"rgba( 131 ,  184 ,  23 , 0.2)"
2014-06-01,Acer,Liquid Jade,140.5,"rgba( 131 ,  184 ,  23 , 0.2)"
2014-06-01,Acer,Liquid E700,147.3,"rgba( 131 ,  184 ,  23 , 0.2)"
2014-06-01,Acer,Liquid E600,147,"rgba( 131 ,  184 ,  23 , 0.2)"
2014-06-01,Acer,Liquid Z200,126,"rgba( 131 ,  184 ,  23 , 0.2)"
2014-06-01,Acer,Iconia Tab 8 A1-840FHD,215,"rgba( 131 ,  184 ,  23 , 0.2)"
2014-07-01,Acer,Liquid E3 Duo Plus,138,"rgba( 131 ,  184 ,  23 , 0.2)"
2014-02-01,Acer,Liquid E3,136,"rgba( 131 ,  184 ,  23 , 0.2)"
2014-02-01,Acer,Liquid Z4,124,"rgba( 131 ,  184 ,  23 , 0.2)"
2014-01-01,Acer,Iconia B1-721,199,"rgba( 131 ,  184 ,  23 , 0.2)"
2014-01-01,Acer,Iconia B1-720,198.1,"rgba( 131 ,  184 ,  23 , 0.2)"
2014-01-01,Acer,Iconia A1-830,203,"rgba( 131 ,  184 ,  23 , 0.2)"
2014-01-01,Acer,Liquid Z5,145.5,"rgba( 131 ,  184 ,  23 , 0.2)"
2013-08-01,Acer,Liquid S2,166,"rgba( 131 ,  184 ,  23 , 0.2)"
2006-04-01,Telit,t130,101,"rgba( 246 ,  200 ,  43 , 0.2)"
2005-01-01,Telit,t110,90,"rgba( 246 ,  200 ,  43 , 0.2)"
2005-01-01,Telit,t210,93,"rgba( 246 ,  200 ,  43 , 0.2)"
2005-01-01,Telit,T510,90,"rgba( 246 ,  200 ,  43 , 0.2)"
2003-10-01,Telit,G90,97,"rgba( 246 ,  200 ,  43 , 0.2)"
2012-07-01,Motorola,MotoGO TV EX440,110.2,"rgba( 0 ,  0 ,  0 , 0.2)"
2012-01-01,Motorola,Motosmart Me XT303,110,"rgba( 0 ,  0 ,  0 , 0.2)"
2012-05-01,Motorola,MOTOKEY 3-CHIP EX117,102,"rgba( 0 ,  0 ,  0 , 0.2)"
2012-06-01,Motorola,RAZR V XT885,128.5,"rgba( 0 ,  0 ,  0 , 0.2)"
2012-06-01,Motorola,RAZR V XT889,128.5,"rgba( 0 ,  0 ,  0 , 0.2)"
2012-05-01,Motorola,RAZR V MT887,128.5,"rgba( 0 ,  0 ,  0 , 0.2)"
2012-05-01,Motorola,MOTOSMART MIX XT550,118,"rgba( 0 ,  0 ,  0 , 0.2)"
2012-05-01,Motorola,MotoGO EX430,104,"rgba( 0 ,  0 ,  0 , 0.2)"
2012-03-01,Motorola,Motosmart Flip XT611,110,"rgba( 0 ,  0 ,  0 , 0.2)"
2012-04-01,Motorola,XT390,116,"rgba( 0 ,  0 ,  0 , 0.2)"
2012-04-01,Motorola,RAZR MAXX,130.7,"rgba( 0 ,  0 ,  0 , 0.2)"
2012-03-01,Motorola,DEFY XT535,115,"rgba( 0 ,  0 ,  0 , 0.2)"
2012-02-01,Motorola,GLEAM+ WX308,107,"rgba( 0 ,  0 ,  0 , 0.2)"
2012-01-01,Motorola,DROID 4 XT894,127,"rgba( 0 ,  0 ,  0 , 0.2)"
2012-01-01,Motorola,DROID RAZR MAXX,130.7,"rgba( 0 ,  0 ,  0 , 0.2)"
2012-06-01,Motorola,Motoluxe MT680,119.5,"rgba( 0 ,  0 ,  0 , 0.2)"
2012-04-01,Motorola,Motoluxe XT389,116,"rgba( 0 ,  0 ,  0 , 0.2)"
2012-01-01,Motorola,Motoluxe,117.7,"rgba( 0 ,  0 ,  0 , 0.2)"
2012-04-01,Motorola,Defy Mini XT321,109,"rgba( 0 ,  0 ,  0 , 0.2)"
2012-01-01,Motorola,Defy Mini XT320,109,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-10-01,Motorola,XT319,110,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-12-01,Motorola,WX306,107,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-12-01,Motorola,Fire,116.5,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-12-01,Motorola,MT917,132.5,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-12-01,Motorola,XT928,134.8,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-12-01,Motorola,DROID XYBOARD 8.2 MZ609 ,216,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-12-01,Motorola,DROID XYBOARD 10.1 MZ617,259.9,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-12-01,Motorola,XT532,114,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-11-01,Motorola,MOTO XT615,117.7,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-09-01,Motorola,EX226,105.5,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-11-01,Motorola,Motokey Social,105.5,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-12-01,Motorola,XOOM 2 Media Edition 3G MZ608,216,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-11-01,Motorola,XOOM 2 Media Edition MZ607,216,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-12-01,Motorola,XOOM 2 3G MZ616,253.9,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-11-01,Motorola,XOOM 2 MZ615,253.9,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-10-01,Motorola,XOOM Media Edition MZ505,260,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-10-01,Motorola,RAZR XT910,130.7,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-10-01,Motorola,DROID RAZR XT912,130.7,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-10-01,Motorola,ATRIX 2 MB865,126,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-10-01,Motorola,Admiral XT603,119,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-10-01,Motorola,ME632,119.5,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-08-01,Motorola,PRO+,119.5,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-08-01,Motorola,DEFY+,107,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-08-01,Motorola,EX212,106,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-08-01,Motorola,EX119,103,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-07-01,Motorola,MOTOKEY XT EX118,103,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-08-01,Motorola,MOTOKEY Mini EX109,102,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-06-01,Motorola,MOTOKEY Mini EX108,102,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-07-01,Motorola,WX294,107,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-08-01,Motorola,FIRE XT,114,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-07-01,Motorola,FIRE XT311,116.5,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-07-01,Motorola,SPICE Key XT317,116.5,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-07-01,Motorola,SPICE Key,116.5,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-08-01,Motorola,MILESTONE 3 XT860,123.3,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-07-01,Motorola,DROID 3,124,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-06-01,Motorola,Triumph,121.9,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-06-01,Motorola,Photon 4G MB855,126.9,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-07-01,Motorola,EX232,105,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-06-01,Motorola,WILDER,105,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-06-01,Motorola,MOTO MT870,123,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-05-01,Motorola,MOTO MT620,122,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-06-01,Motorola,Milestone XT883,123.3,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-05-01,Motorola,MOTO XT882,122.1,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-06-01,Motorola,MOTO XT316,116.5,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-05-01,Motorola,XPRT MB612,120.4,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-02-01,Motorola,GLEAM,106,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-02-01,Motorola,PRO,119,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-02-01,Motorola,XOOM MZ604,249.1,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-02-01,Motorola,XOOM MZ601,249.1,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-02-01,Motorola,XOOM MZ600,249.1,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-01-01,Motorola,ATRIX,117.8,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-01-01,Motorola,ATRIX 4G,117.8,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-01-01,Motorola,Cliq 2,116,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-01-01,Motorola,DROID BIONIC XT875,127.5,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-01-01,Motorola,DROID X ME811,127.5,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-01-01,Motorola,DROID BIONIC XT865,125.9,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-12-01,Motorola,MOTO ME525,107,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-12-01,Motorola,MILESTONE 2 ME722,116.3,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-11-01,Motorola,DROID 2 Global,116.3,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-10-01,Motorola,EX122,107,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-10-01,Motorola,EX128,107,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-10-01,Motorola,MOTOTV EX245,108,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-10-01,Motorola,DROID PRO XT610,119,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-11-01,Motorola,XT301,104,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-10-01,Motorola,SPICE XT300,97,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-10-01,Motorola,FLIPSIDE MB508,109.5,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-10-01,Motorola,MOTO MT716,110,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-10-01,Motorola,BRAVO MB520,109.5,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-10-01,Motorola,CITRUS WX445,104,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-09-01,Motorola,EX300,106,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-10-01,Motorola,EX210,116,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-10-01,Motorola,EX201,116.5,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-09-01,Motorola,EX115,109,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-09-01,Motorola,EX112,109,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-09-01,Motorola,CUPE,107.8,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-09-01,Motorola,DEFY,107,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-09-01,Motorola,MILESTONE 2,116.3,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-08-01,Motorola,DROID 2,116.3,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-11-01,Motorola,MT810lx,108.6,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-09-01,Motorola,XT810,109.9,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-09-01,Motorola,XT806,109.9,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-11-01,Motorola,A1260,106.9,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-07-01,Motorola,A1680,106.9,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-08-01,Motorola,Grasp WX404,94,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-07-01,Motorola,Rambler,93.9,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-07-01,Motorola,CHARM,98.4,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-06-01,Motorola,ES400,129,"rgba( 0 ,  0 ,  0 , 0.2)"
2011-05-01,Motorola,DROID X2,127.5,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-05-01,Motorola,DROID X,127.5,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-06-01,Motorola,MILESTONE XT720,116,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-01-01,Motorola,XT720 MOTOROI,116,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-07-01,Motorola,Quench XT5 XT502,114.9,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-07-01,Motorola,Quench XT3 XT502,114.9,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-06-01,Motorola,FlipOut,67,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-04-01,Motorola,WX295,96,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-04-01,Motorola,WX290,107.6,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-04-01,Motorola,WX265,96,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-04-01,Motorola,WX260,107.6,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-04-01,Motorola,WX181,108,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-04-01,Motorola,WX161,108,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-02-01,Motorola,QUENCH,116.8,"rgba( 0 ,  0 ,  0 , 0.2)"
2010-01-01,Motorola,BACKFLIP,108,"rgba( 0 ,  0 ,  0 , 0.2)"
2009-12-01,Motorola,XT800 ZHISHANG,120,"rgba( 0 ,  0 ,  0 , 0.2)"
2009-12-01,Motorola,XT701,116,"rgba( 0 ,  0 ,  0 , 0.2)"
2009-12-01,Motorola,MT710 ZHILING,118,"rgba( 0 ,  0 ,  0 , 0.2)"
2009-10-01,Motorola,MOTO XT702,115.8,"rgba( 0 ,  0 ,  0 , 0.2)"
2009-11-01,Motorola,MILESTONE,115.8,"rgba( 0 ,  0 ,  0 , 0.2)"
2009-12-01,Motorola,WX395,105,"rgba( 0 ,  0 ,  0 , 0.2)"
2009-12-01,Motorola,WX390,105,"rgba( 0 ,  0 ,  0 , 0.2)"
2009-12-01,Motorola,WX288,107,"rgba( 0 ,  0 ,  0 , 0.2)"
2009-12-01,Motorola,WX280,107,"rgba( 0 ,  0 ,  0 , 0.2)"
2009-10-01,Motorola,WX180,106,"rgba( 0 ,  0 ,  0 , 0.2)"
2009-10-01,Motorola,WX160,106,"rgba( 0 ,  0 ,  0 , 0.2)"
2009-10-01,Motorola,Motocubo A45,82,"rgba( 0 ,  0 ,  0 , 0.2)"
2009-09-01,Motorola,DEXT MB220,114,"rgba( 0 ,  0 ,  0 , 0.2)"
2009-07-01,Motorola,ROKR ZN50,108.9,"rgba( 0 ,  0 ,  0 , 0.2)"
2009-06-01,Motorola,Karma QA1,88,"rgba( 0 ,  0 ,  0 , 0.2)"
2009-06-01,Motorola,L800t,117,"rgba( 0 ,  0 ,  0 , 0.2)"
2009-05-01,Motorola,W7 Active Edition,99,"rgba( 0 ,  0 ,  0 , 0.2)"
2009-04-01,Motorola,ROKR W6,99,"rgba( 0 ,  0 ,  0 , 0.2)"
2009-03-01,Motorola,MC55,152,"rgba( 0 ,  0 ,  0 , 0.2)"
2009-09-01,Motorola,E11,108,"rgba( 0 ,  0 ,  0 , 0.2)"
2009-01-01,Motorola,A3100,110,"rgba( 0 ,  0 ,  0 , 0.2)"
2009-01-01,Motorola,A3000,109,"rgba( 0 ,  0 ,  0 , 0.2)"
2009-01-01,Motorola,Tundra VA76r,98,"rgba( 0 ,  0 ,  0 , 0.2)"
2009-01-01,Motorola,W233 Renew,111,"rgba( 0 ,  0 ,  0 , 0.2)"
2008-11-01,Motorola,COCKTAIL VE70,105,"rgba( 0 ,  0 ,  0 , 0.2)"
2008-11-01,Motorola,VE66,103,"rgba( 0 ,  0 ,  0 , 0.2)"
2008-01-01,Motorola,EM35,107,"rgba( 0 ,  0 ,  0 , 0.2)"
2008-10-01,Motorola,Aura,96.9,"rgba( 0 ,  0 ,  0 , 0.2)"
2008-10-01,Motorola,Q 11,117,"rgba( 0 ,  0 ,  0 , 0.2)"
2008-09-01,Motorola,VE538,107,"rgba( 0 ,  0 ,  0 , 0.2)"
2008-07-01,Motorola,RAZR2 V9x,103,"rgba( 0 ,  0 ,  0 , 0.2)"
2008-08-01,Motorola,ZN200,105,"rgba( 0 ,  0 ,  0 , 0.2)"
2008-08-01,Motorola,W396,95,"rgba( 0 ,  0 ,  0 , 0.2)"
2008-07-01,Motorola,W231,108,"rgba( 0 ,  0 ,  0 , 0.2)"
2008-08-01,Motorola,EM30,115,"rgba( 0 ,  0 ,  0 , 0.2)"
2008-08-01,Motorola,EM28,94,"rgba( 0 ,  0 ,  0 , 0.2)"
2008-08-01,Motorola,EM25,101,"rgba( 0 ,  0 ,  0 , 0.2)"
2008-07-01,Motorola,PEBL VU20,100,"rgba( 0 ,  0 ,  0 , 0.2)"
2008-07-01,Motorola,VE75,112,"rgba( 0 ,  0 ,  0 , 0.2)"
2008-06-01,Motorola,ZN5,118,"rgba( 0 ,  0 ,  0 , 0.2)"
2009-04-01,Motorola,A1210,102,"rgba( 0 ,  0 ,  0 , 0.2)"
2008-06-01,Motorola,A1600,98.9,"rgba( 0 ,  0 ,  0 , 0.2)"
2008-10-01,Motorola,A1890,95.3,"rgba( 0 ,  0 ,  0 , 0.2)"
2008-06-01,Motorola,A1800,95.3,"rgba( 0 ,  0 ,  0 , 0.2)"
2008-06-01,Motorola,A810,105,"rgba( 0 ,  0 ,  0 , 0.2)"
2008-07-01,Motorola,W388,109,"rgba( 0 ,  0 ,  0 , 0.2)"
2008-04-01,Motorola,Z9,114,"rgba( 0 ,  0 ,  0 , 0.2)"
2008-02-01,Motorola,Z6w,105,"rgba( 0 ,  0 ,  0 , 0.2)"
2007-12-01,Motorola,Z6c,107,"rgba( 0 ,  0 ,  0 , 0.2)"
2008-02-01,Motorola,W181,110,"rgba( 0 ,  0 ,  0 , 0.2)"
2008-04-01,Motorola,W177,113.8,"rgba( 0 ,  0 ,  0 , 0.2)"
2008-01-01,Motorola,W270,95,"rgba( 0 ,  0 ,  0 , 0.2)"
2008-01-01,Motorola,W230,110,"rgba( 0 ,  0 ,  0 , 0.2)"
2007-09-01,Motorola,RIZR Z10,109.7,"rgba( 0 ,  0 ,  0 , 0.2)"
2007-09-01,Motorola,ROKR E8,115,"rgba( 0 ,  0 ,  0 , 0.2)"
2007-10-01,Motorola,W377,99,"rgba( 0 ,  0 ,  0 , 0.2)"
2007-10-01,Motorola,W213,108,"rgba( 0 ,  0 ,  0 , 0.2)"
2007-10-01,Motorola,W180,114,"rgba( 0 ,  0 ,  0 , 0.2)"
2007-10-01,Motorola,U9,90,"rgba( 0 ,  0 ,  0 , 0.2)"
2007-09-01,Motorola,PEBL U3,87.5,"rgba( 0 ,  0 ,  0 , 0.2)"
2007-05-01,Motorola,RAZR2 V9,103,"rgba( 0 ,  0 ,  0 , 0.2)"
2007-05-01,Motorola,RAZR2 V8,103,"rgba( 0 ,  0 ,  0 , 0.2)"
2007-09-01,Motorola,ROKR W5,99,"rgba( 0 ,  0 ,  0 , 0.2)"
2007-09-01,Motorola,W490,98.8,"rgba( 0 ,  0 ,  0 , 0.2)"
2007-03-01,Motorola,W360,113,"rgba( 0 ,  0 ,  0 , 0.2)"
2007-03-01,Motorola,W218,109,"rgba( 0 ,  0 ,  0 , 0.2)"
2007-02-01,Motorola,RIZR Z8,109,"rgba( 0 ,  0 ,  0 , 0.2)"
2007-02-01,Motorola,KRZR K3,103,"rgba( 0 ,  0 ,  0 , 0.2)"
2007-02-01,Motorola,SLVR L9,113,"rgba( 0 ,  0 ,  0 , 0.2)"
2007-02-01,Motorola,Q 9h,118,"rgba( 0 ,  0 ,  0 , 0.2)"
2005-07-01,Motorola,Q8,116,"rgba( 0 ,  0 ,  0 , 0.2)"
2007-02-01,Motorola,W510,99,"rgba( 0 ,  0 ,  0 , 0.2)"
2007-01-01,Motorola,ROKR Z6,105,"rgba( 0 ,  0 ,  0 , 0.2)"
2006-12-01,Motorola,ROKR E6,111,"rgba( 0 ,  0 ,  0 , 0.2)"
2006-10-01,Motorola,SLVR L7e,113,"rgba( 0 ,  0 ,  0 , 0.2)"
2006-07-01,Motorola,RAZR maxx V6,104,"rgba( 0 ,  0 ,  0 , 0.2)"
2006-07-01,Motorola,RAZR V3xx,103,"rgba( 0 ,  0 ,  0 , 0.2)"
2006-07-01,Motorola,RIZR Z3,106,"rgba( 0 ,  0 ,  0 , 0.2)"
2006-07-01,Motorola,KRZR K1,103,"rgba( 0 ,  0 ,  0 , 0.2)"
