launch_date,brand,model,height_mm,brand_color
2016-02-01,Lenovo,Vibe K5,142,"rgba( 0 ,  61 ,  123 , 0.2)"
2016-01-01,Lenovo,A7000 Turbo,152.6,"rgba( 0 ,  61 ,  123 , 0.2)"
2016-02-01,Lenovo,Vibe P1 Turbo,152.9,"rgba( 0 ,  61 ,  123 , 0.2)"
2016-01-01,Lenovo,K5 Note,152,"rgba( 0 ,  61 ,  123 , 0.2)"
2016-01-01,Lenovo,Lemon 3,142,"rgba( 0 ,  61 ,  123 , 0.2)"
2016-01-01,Lenovo,Vibe S1 Lite,145,"rgba( 0 ,  61 ,  123 , 0.2)"
2016-01-01,Lenovo,Vibe K4 Note,153.6,"rgba( 0 ,  61 ,  123 , 0.2)"
2015-11-01,Lenovo,Vibe X3 c78,153.6,"rgba( 0 ,  61 ,  123 , 0.2)"
2015-11-01,Lenovo,Vibe X3,154,"rgba( 0 ,  61 ,  123 , 0.2)"
2015-10-01,Lenovo,A3690,141.2,"rgba( 0 ,  61 ,  123 , 0.2)"
2015-10-01,Lenovo,Yoga Tab 3 8.0,209.8,"rgba( 0 ,  61 ,  123 , 0.2)"
2015-09-01,Lenovo,A1000,124.5,"rgba( 0 ,  61 ,  123 , 0.2)"
2015-09-01,Lenovo,Phab Plus,186.6,"rgba( 0 ,  61 ,  123 , 0.2)"
2015-09-01,Lenovo,Vibe P1,152.9,"rgba( 0 ,  61 ,  123 , 0.2)"
2015-09-01,Lenovo,A6010 Plus,141,"rgba( 0 ,  61 ,  123 , 0.2)"
2015-09-01,Lenovo,A6010,141,"rgba( 0 ,  61 ,  123 , 0.2)"
2015-09-01,Lenovo,Vibe P1m,141,"rgba( 0 ,  61 ,  123 , 0.2)"
2015-09-01,Lenovo,Vibe S1,143.3,"rgba( 0 ,  61 ,  123 , 0.2)"
2015-08-01,Lenovo,ZUK Z1,155.7,"rgba( 0 ,  61 ,  123 , 0.2)"
2015-08-01,Lenovo,A2010,131.5,"rgba( 0 ,  61 ,  123 , 0.2)"
2015-05-01,Lenovo,A3900,142.8,"rgba( 0 ,  61 ,  123 , 0.2)"
2015-01-01,Lenovo,S60,143.3,"rgba( 0 ,  61 ,  123 , 0.2)"
2015-04-01,Lenovo,A6000 Plus,141,"rgba( 0 ,  61 ,  123 , 0.2)"
2015-04-01,Lenovo,A1900,121,"rgba( 0 ,  61 ,  123 , 0.2)"
2015-03-01,Lenovo,K3 Note,152.6,"rgba( 0 ,  61 ,  123 , 0.2)"
2015-03-01,Lenovo,Vibe Shot,142,"rgba( 0 ,  61 ,  123 , 0.2)"
2015-09-01,Lenovo,A7000 Plus,152.6,"rgba( 0 ,  61 ,  123 , 0.2)"
2015-03-01,Lenovo,A7000,152.6,"rgba( 0 ,  61 ,  123 , 0.2)"
2015-02-01,Lenovo,A5000,140,"rgba( 0 ,  61 ,  123 , 0.2)"
2015-03-01,Lenovo,Tab 2 A10-70,247,"rgba( 0 ,  61 ,  123 , 0.2)"
2015-03-01,Lenovo,Tab 2 A8-50,210,"rgba( 0 ,  61 ,  123 , 0.2)"
2015-01-01,Lenovo,P70,142,"rgba( 0 ,  61 ,  123 , 0.2)"
2015-01-01,Lenovo,Tab 2 A7-30,191,"rgba( 0 ,  61 ,  123 , 0.2)"
2015-01-01,Lenovo,Tab 2 A7-10,189,"rgba( 0 ,  61 ,  123 , 0.2)"
2015-01-01,Lenovo,A6000,141,"rgba( 0 ,  61 ,  123 , 0.2)"
2009-02-01,i-mate,810-F,111,"rgba( 26 ,  118 ,  251 , 0.2)"
2007-10-01,i-mate,Ultimate 9502,116,"rgba( 26 ,  118 ,  251 , 0.2)"
2007-10-01,i-mate,Ultimate 8502,116,"rgba( 26 ,  118 ,  251 , 0.2)"
2007-10-01,i-mate,JAMA 201,113,"rgba( 26 ,  118 ,  251 , 0.2)"
2007-10-01,i-mate,JAMA 101,105,"rgba( 26 ,  118 ,  251 , 0.2)"
2007-06-01,i-mate,JAMA,106,"rgba( 26 ,  118 ,  251 , 0.2)"
2007-02-01,i-mate,Ultimate 9150,98,"rgba( 26 ,  118 ,  251 , 0.2)"
2007-02-01,i-mate,Ultimate 8150,118.5,"rgba( 26 ,  118 ,  251 , 0.2)"
2007-02-01,i-mate,Ultimate 7150,110,"rgba( 26 ,  118 ,  251 , 0.2)"
2007-02-01,i-mate,Ultimate 6150,118.5,"rgba( 26 ,  118 ,  251 , 0.2)"
2007-02-01,i-mate,Ultimate 5150,117,"rgba( 26 ,  118 ,  251 , 0.2)"
2007-02-01,i-mate,JAQ4,125,"rgba( 26 ,  118 ,  251 , 0.2)"
2006-11-01,i-mate,PDAL,112,"rgba( 26 ,  118 ,  251 , 0.2)"
2006-11-01,i-mate,JAQ3,126,"rgba( 26 ,  118 ,  251 , 0.2)"
2006-09-01,i-mate,SPL,114.5,"rgba( 26 ,  118 ,  251 , 0.2)"
2006-09-01,i-mate,JAQ,122,"rgba( 26 ,  118 ,  251 , 0.2)"
2006-06-01,i-mate,JASJAM,112.5,"rgba( 26 ,  118 ,  251 , 0.2)"
2006-08-01,i-mate,SPJAS,112.4,"rgba( 26 ,  118 ,  251 , 0.2)"
2006-02-01,i-mate,Smartflip,98.5,"rgba( 26 ,  118 ,  251 , 0.2)"
2006-01-01,i-mate,JAMin,108,"rgba( 26 ,  118 ,  251 , 0.2)"
2005-08-01,i-mate,JASJAR,127.7,"rgba( 26 ,  118 ,  251 , 0.2)"
2005-09-01,i-mate,K-JAM,108,"rgba( 26 ,  118 ,  251 , 0.2)"
2005-08-01,i-mate,SP5,107.5,"rgba( 26 ,  118 ,  251 , 0.2)"
2005-08-01,i-mate,SP5m,107.5,"rgba( 26 ,  118 ,  251 , 0.2)"
2005-09-01,i-mate,SP4m,109,"rgba( 26 ,  118 ,  251 , 0.2)"
2005-07-01,i-mate,JAM Black,108,"rgba( 26 ,  118 ,  251 , 0.2)"
2004-10-01,i-mate,JAM,108,"rgba( 26 ,  118 ,  251 , 0.2)"
2004-10-01,i-mate,PDA2,130,"rgba( 26 ,  118 ,  251 , 0.2)"
2004-07-01,i-mate,PDA2k,125,"rgba( 26 ,  118 ,  251 , 0.2)"
2004-07-01,i-mate,SP3i,107.5,"rgba( 26 ,  118 ,  251 , 0.2)"
2004-04-01,i-mate,SP3,107.5,"rgba( 26 ,  118 ,  251 , 0.2)"
2004-04-01,i-mate,Pocket PC,130,"rgba( 26 ,  118 ,  251 , 0.2)"
2004-01-01,i-mate,Smartphone2,120.4,"rgba( 26 ,  118 ,  251 , 0.2)"
2004-01-01,i-mate,Smartphone,120,"rgba( 26 ,  118 ,  251 , 0.2)"
2014-01-01,Celkon,Q3000,145.6,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-01-01,Celkon,A35k,119,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-01-01,Celkon,A125,138,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-01-01,Celkon,C7010,102,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-01-01,Celkon,C5055,102,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-01-01,Celkon,C619,112,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-01-01,Celkon,C349+,111.5,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-01-01,Celkon,C66+,116.9,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-01-01,Celkon,A64,124,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-01-01,Celkon,A66,136,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-01-01,Celkon,A9 Dual,120.5,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-01-01,Celkon,A 107+,148,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-01-01,Celkon,C4040,101,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-01-01,Celkon,ARR35,128,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-01-01,Celkon,CT 7,192,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-01-01,Celkon,CT-888,196,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-01-01,Celkon,C820,210,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-01-01,Celkon,C720,194.6,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-02-01,Celkon,S1,144,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-01-01,Celkon,A40,126.2,"rgba( 255 ,  0 ,  0 , 0.2)"
2013-12-01,Celkon,AR50,144.3,"rgba( 255 ,  0 ,  0 , 0.2)"
2013-12-01,Celkon,AR40,126.2,"rgba( 255 ,  0 ,  0 , 0.2)"
2013-09-01,Celkon,Monalisa 5,131.1,"rgba( 255 ,  0 ,  0 , 0.2)"
2013-08-01,Celkon,C7030,112,"rgba( 255 ,  0 ,  0 , 0.2)"
2013-07-01,Celkon,CT-910+,193,"rgba( 255 ,  0 ,  0 , 0.2)"
2013-05-01,Celkon,A118,147,"rgba( 255 ,  0 ,  0 , 0.2)"
2013-03-01,Celkon,A107,148,"rgba( 255 ,  0 ,  0 , 0.2)"
2013-04-01,Celkon,A9+,119.5,"rgba( 255 ,  0 ,  0 , 0.2)"
2013-04-01,Celkon,A119Q Signature HD,148,"rgba( 255 ,  0 ,  0 , 0.2)"
2013-03-01,Celkon,A119 Signature HD,148,"rgba( 255 ,  0 ,  0 , 0.2)"
2013-01-01,Celkon,A79,115,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-12-01,Celkon,A83,113.9,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-12-01,Celkon,A77,118,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-12-01,Celkon,CT 9,239,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-12-01,Celkon,A200,130,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-12-01,Celkon,C19,121.5,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-11-01,Celkon,A900,152.8,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-10-01,Celkon,A85,110,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-09-01,Celkon,A22,131,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-09-01,Celkon,CT 2,194,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-09-01,Celkon,C52,118.1,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-09-01,Celkon,C9 Star,114.3,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-08-01,Celkon,CT 1,196,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-08-01,Celkon,C24,123,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-08-01,Celkon,C3000,118.7,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-08-01,Celkon,A97i,124,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-07-01,Celkon,A19,124,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-07-01,Celkon,C607,110.1,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-07-01,Celkon,C262,118,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-01-01,Celkon,C360,119.5,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-01-01,Celkon,C350,106,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-04-01,Celkon,A97,124,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-04-01,Celkon,A95,112,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-04-01,Celkon,A90,128,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-04-01,Celkon,A99+,126.1,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-01-01,Celkon,C770N,118,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-01-01,Celkon,C705,117,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-01-01,Celkon,C606,119,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-01-01,Celkon,C570,116.5,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-01-01,Celkon,C504,117,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-01-01,Celkon,C206,108,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-01-01,Celkon,C203,107,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-01-01,Celkon,C17,111,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-01-01,Celkon,C75,110,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-01-01,Celkon,i4,112,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-01-01,Celkon,A88,116,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-01-01,Celkon,C770 Dj,118,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-01-01,Celkon,C769,117.5,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-01-01,Celkon,C260,117.5,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-01-01,Celkon,C55,95,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-01-01,Celkon,A9,120,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-01-01,Celkon,A99,121.4,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-01-01,Celkon,C3030,120,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-01-01,Celkon,C90,101,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C909,115,"rgba( 255 ,  0 ,  0 , 0.2)"
2012-01-01,Celkon,C60,100,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C305,105,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C220,112,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C303,112,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C201,105,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C202,115,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C404,117,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C5050,101.6,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C227,117,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,i9,105,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C2010,120,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C207,107,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,A1,113.5,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C609,112,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C102,111,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C77,110.2,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C100,113,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C555,108.3,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C205,113,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C44,114,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C101,111,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C33,111,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C550,112.2,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C66,114,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C339,108,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C10,108,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C770,114,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C20,108,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C369,117,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C88,109,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C2000,119,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C007,110,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C999,112,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C777,114.4,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C1,105,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C444,108,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C2,99,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C225,111,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C111,111,"rgba( 255 ,  0 ,  0 , 0.2)"
2010-01-01,Celkon,C99,110,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C3,117,"rgba( 255 ,  0 ,  0 , 0.2)"
2010-01-01,Celkon,C669,115,"rgba( 255 ,  0 ,  0 , 0.2)"
2010-01-01,Celkon,C9,109,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C11,98,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C333,110,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C6,98,"rgba( 255 ,  0 ,  0 , 0.2)"
2010-01-01,Celkon,C509,108,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C5,109,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C7,104,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C22,108,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C347,105,"rgba( 255 ,  0 ,  0 , 0.2)"
2010-01-01,Celkon,C357,105,"rgba( 255 ,  0 ,  0 , 0.2)"
2010-01-01,Celkon,C367,103,"rgba( 255 ,  0 ,  0 , 0.2)"
2011-01-01,Celkon,C409,110,"rgba( 255 ,  0 ,  0 , 0.2)"
2010-01-01,Celkon,C449,110,"rgba( 255 ,  0 ,  0 , 0.2)"
2010-01-01,Celkon,C517,108,"rgba( 255 ,  0 ,  0 , 0.2)"
2010-01-01,Celkon,C567,105,"rgba( 255 ,  0 ,  0 , 0.2)"
2010-01-01,Celkon,C747,112,"rgba( 255 ,  0 ,  0 , 0.2)"
2010-01-01,Celkon,C867,110,"rgba( 255 ,  0 ,  0 , 0.2)"
2015-08-01,Celkon,A403,125,"rgba( 255 ,  0 ,  0 , 0.2)"
2015-08-01,Celkon,Campus Prime,132,"rgba( 255 ,  0 ,  0 , 0.2)"
2015-08-01,Celkon,Millennia Everest,157,"rgba( 255 ,  0 ,  0 , 0.2)"
2015-08-01,Celkon,Millennia Hero,125,"rgba( 255 ,  0 ,  0 , 0.2)"
2015-07-01,Celkon,Millennia Xplore,145.7,"rgba( 255 ,  0 ,  0 , 0.2)"
2015-07-01,Celkon,Q455L,136.5,"rgba( 255 ,  0 ,  0 , 0.2)"
2015-07-01,Celkon,2GB Xpress,133.5,"rgba( 255 ,  0 ,  0 , 0.2)"
2015-06-01,Celkon,A35k Remote,119,"rgba( 255 ,  0 ,  0 , 0.2)"
2015-07-01,Celkon,Q3K Power,125.8,"rgba( 255 ,  0 ,  0 , 0.2)"
2015-06-01,Celkon,Q5K Power,145,"rgba( 255 ,  0 ,  0 , 0.2)"
2015-05-01,Celkon,Q452,133.5,"rgba( 255 ,  0 ,  0 , 0.2)"
2015-06-01,Celkon,A402,125.5,"rgba( 255 ,  0 ,  0 , 0.2)"
2015-03-01,Celkon,Q54+,145,"rgba( 255 ,  0 ,  0 , 0.2)"
2015-05-01,Celkon,Q519,145.2,"rgba( 255 ,  0 ,  0 , 0.2)"
2015-04-01,Celkon,Q450,135,"rgba( 255 ,  0 ,  0 , 0.2)"
2015-05-01,Celkon,Q405,124,"rgba( 255 ,  0 ,  0 , 0.2)"
2015-04-01,Celkon,A518,145,"rgba( 255 ,  0 ,  0 , 0.2)"
2015-05-01,Celkon,A407,124.8,"rgba( 255 ,  0 ,  0 , 0.2)"
2015-05-01,Celkon,A359,114.5,"rgba( 255 ,  0 ,  0 , 0.2)"
2015-05-01,Celkon,A355,115.3,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-07-01,Celkon,Campus Buddy A404,126.5,"rgba( 255 ,  0 ,  0 , 0.2)"
2015-01-01,Celkon,Millennia OCTA510,143.5,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-11-01,Celkon,Win 400,125.4,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-11-01,Celkon,Campus Whizz Q42,122,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-11-01,Celkon,Millennia Epic Q550,152,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-10-01,Celkon,Xion s CT695,180,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-10-01,Celkon,Campus Colt A401,124.9,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-10-01,Celkon,Campus Crown Q40,125.5,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-10-01,Celkon,Glory Q5,144.7,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-07-01,Celkon,A43,124,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-07-01,Celkon,A42,124.5,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-01-01,Celkon,Q500 Millennium Ultra,145.6,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-01-01,Celkon,Q44,129,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-08-01,Celkon,A500,141.4,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-01-01,Celkon,A21,124.8,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-01-01,Celkon,A115,148,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-01-01,Celkon,Q455,136.5,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-01-01,Celkon,Q470,138.4,"rgba( 255 ,  0 ,  0 , 0.2)"
2014-10-01,Allview,Impera M,122.5,"rgba( 247 ,  160 ,  164 , 0.2)"
2014-06-01,Allview,Impera S,144.9,"rgba( 247 ,  160 ,  164 , 0.2)"
2014-06-01,Allview,Impera i,135.8,"rgba( 247 ,  160 ,  164 , 0.2)"
2014-06-01,Allview,A6 Quad,125.4,"rgba( 247 ,  160 ,  164 , 0.2)"
2014-05-01,Allview,X2 Soul,145.1,"rgba( 247 ,  160 ,  164 , 0.2)"
2014-04-01,Allview,P7 Xtreme,139.7,"rgba( 247 ,  160 ,  164 , 0.2)"
2014-02-01,Allview,X1 Xtreme,150.6,"rgba( 247 ,  160 ,  164 , 0.2)"
2014-02-01,Allview,V1 Viper S,144,"rgba( 247 ,  160 ,  164 , 0.2)"
2014-11-01,Allview,Wi10N PRO,258,"rgba( 247 ,  160 ,  164 , 0.2)"
2014-12-01,Allview,Wi8G,206.5,"rgba( 247 ,  160 ,  164 , 0.2)"
2014-11-01,Allview,Wi7,194,"rgba( 247 ,  160 ,  164 , 0.2)"
2014-06-01,Allview,Viva i10G,239,"rgba( 247 ,  160 ,  164 , 0.2)"
2014-07-01,Allview,Viva H10 HD,258,"rgba( 247 ,  160 ,  164 , 0.2)"
2014-12-01,Allview,Viva H10 LTE,244,"rgba( 247 ,  160 ,  164 , 0.2)"
2014-01-01,Allview,Viva H8 LTE,210,"rgba( 247 ,  160 ,  164 , 0.2)"
2014-06-01,Allview,Viva H7S,191,"rgba( 247 ,  160 ,  164 , 0.2)"
2014-01-01,Allview,Viva H7 LTE,188,"rgba( 247 ,  160 ,  164 , 0.2)"
2014-01-01,Allview,Viva D8,199,"rgba( 247 ,  160 ,  164 , 0.2)"
2014-01-01,Allview,AX4 Nano,190.9,"rgba( 247 ,  160 ,  164 , 0.2)"
2013-11-01,Allview,AX3 Party,198,"rgba( 247 ,  160 ,  164 , 0.2)"
2013-11-01,Allview,Viva i8,200,"rgba( 247 ,  160 ,  164 , 0.2)"
2013-11-01,Allview,Viva Q7 Life,192.5,"rgba( 247 ,  160 ,  164 , 0.2)"
2013-11-01,Allview,3 Speed Quad HD,242.5,"rgba( 247 ,  160 ,  164 , 0.2)"
2013-10-01,Allview,City Life,192.5,"rgba( 247 ,  160 ,  164 , 0.2)"
2013-09-01,Allview,2 Speed Quad,200,"rgba( 247 ,  160 ,  164 , 0.2)"
2013-08-01,Allview,City+,192.5,"rgba( 247 ,  160 ,  164 , 0.2)"
2013-08-01,Allview,Viva H8,200,"rgba( 247 ,  160 ,  164 , 0.2)"
2013-07-01,Allview,Viva Q8,200,"rgba( 247 ,  160 ,  164 , 0.2)"
2014-01-01,Allview,Start M7,119,"rgba( 247 ,  160 ,  164 , 0.2)"
2014-01-01,Allview,P6 Quad Plus,135,"rgba( 247 ,  160 ,  164 , 0.2)"
2014-01-01,Allview,A5 Quad,129.2,"rgba( 247 ,  160 ,  164 , 0.2)"
2013-12-01,Allview,P5 Symbol,136.6,"rgba( 247 ,  160 ,  164 , 0.2)"
2013-11-01,Allview,X1 Soul Mini,130.4,"rgba( 247 ,  160 ,  164 , 0.2)"
2013-11-01,Allview,X1 Soul,143,"rgba( 247 ,  160 ,  164 , 0.2)"
2013-11-01,Allview,A4 Duo,116.1,"rgba( 247 ,  160 ,  164 , 0.2)"
2013-08-01,Allview,A5 Duo,126,"rgba( 247 ,  160 ,  164 , 0.2)"
2013-08-01,Allview,H2 Qubo,136,"rgba( 247 ,  160 ,  164 , 0.2)"
2014-05-01,Allview,Viper i V1,134.5,"rgba( 247 ,  160 ,  164 , 0.2)"
2013-06-01,Allview,Viper V1,137.5,"rgba( 247 ,  160 ,  164 , 0.2)"
2013-06-01,Allview,P5 Qmax,153,"rgba( 247 ,  160 ,  164 , 0.2)"
2013-04-01,Allview,P6 Quad,135,"rgba( 247 ,  160 ,  164 , 0.2)"
2013-04-01,Allview,Simply S5,123,"rgba( 247 ,  160 ,  164 , 0.2)"
2013-04-01,Allview,A4ALL,115,"rgba( 247 ,  160 ,  164 , 0.2)"
2013-02-01,Allview,P5 Quad,136.5,"rgba( 247 ,  160 ,  164 , 0.2)"
2012-11-01,Allview,P6 Stony,136,"rgba( 247 ,  160 ,  164 , 0.2)"
2012-10-01,Allview,P4 Duo,128,"rgba( 247 ,  160 ,  164 , 0.2)"
2012-11-01,Allview,P5 Mini,125,"rgba( 247 ,  160 ,  164 , 0.2)"
2012-09-01,Allview,P5 AllDro,130,"rgba( 247 ,  160 ,  164 , 0.2)"
2012-08-01,Allview,P4 AllDro,127.2,"rgba( 247 ,  160 ,  164 , 0.2)"
2012-01-01,Allview,P3 AllDro,121.5,"rgba( 247 ,  160 ,  164 , 0.2)"
2012-01-01,Allview,P2 AllDro,116,"rgba( 247 ,  160 ,  164 , 0.2)"
2011-10-01,Allview,P1 AllDro,115.9,"rgba( 247 ,  160 ,  164 , 0.2)"
2012-11-01,Allview,L4 Class,108,"rgba( 247 ,  160 ,  164 , 0.2)"
2012-02-01,Allview,M6 Stark,109.8,"rgba( 247 ,  160 ,  164 , 0.2)"
2016-01-01,Allview,X3 Soul,151.9,"rgba( 247 ,  160 ,  164 , 0.2)"
2015-11-01,Allview,X2 Soul Style + Platinum,142.4,"rgba( 247 ,  160 ,  164 , 0.2)"
2015-11-01,Allview,X2 Soul Style,142.4,"rgba( 247 ,  160 ,  164 , 0.2)"
2015-09-01,Allview,X2 Soul Lite,143,"rgba( 247 ,  160 ,  164 , 0.2)"
2015-10-01,Allview,V2 Viper X+,154,"rgba( 247 ,  160 ,  164 , 0.2)"
2015-10-01,Allview,V2 Viper X,154,"rgba( 247 ,  160 ,  164 , 0.2)"
2015-10-01,Allview,V2 Viper,137.2,"rgba( 247 ,  160 ,  164 , 0.2)"
2015-12-01,Allview,V2 Viper i,143.3,"rgba( 247 ,  160 ,  164 , 0.2)"
